stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,location_monitoring_station,Air Quality Index,Green Zones
SAMP,30-06-2015,Gujarat,ANKLESHWAR,Gujarat State Pollution Control Board,RIRUO,19,24,83,"GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",27,1
SAMP,31-07-2015,Gujarat,ANKLESHWAR,Gujarat State Pollution Control Board,RIRUO,17,24,81,"GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",24,1
SAMP,30-10-2015,Gujarat,ANKLESHWAR,Gujarat State Pollution Control Board,RIRUO,19,22,80,"GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",27,1
SAMP,31-08-2015,Gujarat,ANKLESHWAR,Gujarat State Pollution Control Board,RIRUO,25,26,83,"Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",36,0
SAMP,30-11-2015,Gujarat,ANKLESHWAR,Gujarat State Pollution Control Board,RIRUO,24,24,81,"Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",34,1
331,31-03-2015,Haryana,Faridabad,Haryana State Pollution Control Board,Industrial Area,6,31,82.7,"Shivalic Global Industries, Faridabad",9,1
331,30-04-2015,Haryana,Faridabad,Haryana State Pollution Control Board,Industrial Area,26,35,85.57,"Shivalic Global Industries, Faridabad",37,0
34,31-07-2015,Himachal Pradesh,Shimla,Himachal Pradesh State Environment Proection & Pollution Control Board,Sensitive Area,3.233333333,12.71666667,11.63333333,"Tekka Bench Ridge, Simla",4,1
34,31-08-2015,Himachal Pradesh,Shimla,Himachal Pradesh State Environment Proection & Pollution Control Board,Sensitive Area,4.216666667,11.51666667,27.07333333,"Tekka Bench Ridge, Simla",6,1
34,30-09-2015,Himachal Pradesh,Shimla,Himachal Pradesh State Environment Proection & Pollution Control Board,Sensitive Area,4.766666667,13.08333333,50.39333333,"Tekka Bench Ridge, Simla",6,1
34,30-11-2015,Himachal Pradesh,Shimla,Himachal Pradesh State Environment Proection & Pollution Control Board,Sensitive Area,4.066666667,9.816666667,29.2,"Tekka Bench Ridge, Simla",6,1
35,31-01-2015,Himachal Pradesh,Shimla,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",4.7,15.16666667,95.88333333,"Bus Stand, Winterfield, Simla",6,1
35,28-02-2015,Himachal Pradesh,Shimla,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",4.208333333,16.83333333,84.88,"Bus Stand, Winterfield, Simla",6,1
35,31-03-2015,Himachal Pradesh,Shimla,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",5.79,21.20166667,74.86,"Bus Stand, Winterfield, Simla",7,1
35,30-04-2015,Himachal Pradesh,Shimla,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",6.203333333,16.03,61.94333333,"Bus Stand, Winterfield, Simla",9,1
35,31-12-2015,Himachal Pradesh,Shimla,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",3.666666667,15.76666667,59.8,"Bus Stand, Winterfield, Simla",4,1
117,31-08-2015,Himachal Pradesh,Paonta Sahib,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,13,73,Paonta Sahib,3,1
117,30-09-2015,Himachal Pradesh,Paonta Sahib,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,14,67,Paonta Sahib,3,1
117,30-10-2015,Himachal Pradesh,Paonta Sahib,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,14,131,Paonta Sahib,3,1
117,30-11-2015,Himachal Pradesh,Paonta Sahib,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,14,62,Paonta Sahib,3,1
118,31-01-2015,Himachal Pradesh,Paonta Sahib,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,3,14,214,"Gondhpur Industrial Area, Paonta Sahib",4,1
118,28-02-2015,Himachal Pradesh,Paonta Sahib,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,3,14,147,"Gondhpur Industrial Area, Paonta Sahib",4,1
118,31-03-2015,Himachal Pradesh,Paonta Sahib,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,2,16,186,"Gondhpur Industrial Area, Paonta Sahib",3,1
118,30-04-2015,Himachal Pradesh,Paonta Sahib,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,3,14,96,"Gondhpur Industrial Area, Paonta Sahib",4,1
118,30-06-2015,Himachal Pradesh,Paonta Sahib,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,2,13,151,"Gondhpur Industrial Area, Paonta Sahib",3,1
132,31-08-2015,Himachal Pradesh,Parwanoo,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,11.18,35.31,"Regional Office, Sector- 4, Parwanoo",3,1
132,30-09-2015,Himachal Pradesh,Parwanoo,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,6.316666667,42,"Regional Office, Sector- 4, Parwanoo",3,1
132,30-10-2015,Himachal Pradesh,Parwanoo,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,10.1,53.7,"Regional Office, Sector- 4, Parwanoo",3,1
132,30-11-2015,Himachal Pradesh,Parwanoo,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,8.433333333,45.53333333,"Regional Office, Sector- 4, Parwanoo",3,1
268,31-07-2015,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,25,67,"Regional Office, Damtal",3,1
268,31-08-2015,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,17,31,"Regional Office, Damtal",3,1
268,30-09-2015,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,10,71,"Regional Office, Damtal",3,1
268,30-10-2015,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,8,45,"Regional Office, Damtal",3,1
268,30-11-2015,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,5,120,"Regional Office, Damtal",3,1
271,31-01-2015,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,55,276,"Old Road, Damtal",3,1
271,28-02-2015,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,18,160,"Old Road, Damtal",3,1
271,31-03-2015,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,21,129,"Old Road, Damtal",3,1
271,30-04-2015,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,25,177,"Old Road, Damtal",3,1
271,30-06-2015,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,19,218,"Old Road, Damtal",3,1
271,31-12-2015,Himachal Pradesh,Damtal,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,19,69,"Old Road, Damtal",3,1
339,31-01-2015,Himachal Pradesh,Parwanoo,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,2,14,64,"AC Office Building, Parwanoo",3,1
339,28-02-2015,Himachal Pradesh,Parwanoo,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,2,13,67,"AC Office Building, Parwanoo",3,1
339,31-03-2015,Himachal Pradesh,Parwanoo,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,2,15,66,"AC Office Building, Parwanoo",3,1
339,30-04-2015,Himachal Pradesh,Parwanoo,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,2,15,74,"AC Office Building, Parwanoo",3,1
339,30-06-2015,Himachal Pradesh,Parwanoo,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,2,15,55,"AC Office Building, Parwanoo",3,1
339,31-12-2015,Himachal Pradesh,Parwanoo,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,2,11,77,"AC Office Building, Parwanoo",3,1
461,30-06-2015,Himachal Pradesh,Kala Amb,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,4,14,135,Kala Amb Industrial Area,6,1
461,31-07-2015,Himachal Pradesh,Kala Amb,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,3,14,107,Kala Amb Industrial Area,4,1
461,31-08-2015,Himachal Pradesh,Kala Amb,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,3,15,127,Kala Amb Industrial Area,4,1
461,30-09-2015,Himachal Pradesh,Kala Amb,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,3,14,105,Kala Amb Industrial Area,4,1
461,30-10-2015,Himachal Pradesh,Kala Amb,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,3,14,126,Kala Amb Industrial Area,4,1
461,30-11-2015,Himachal Pradesh,Kala Amb,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,3,17,128,Kala Amb Industrial Area,4,1
530,31-01-2015,Himachal Pradesh,Kala Amb,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,13,123,Kala Amb Town,3,1
530,28-02-2015,Himachal Pradesh,Kala Amb,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,13,79,Kala Amb Town,3,1
530,31-03-2015,Himachal Pradesh,Kala Amb,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,13,76,Kala Amb Town,3,1
530,30-04-2015,Himachal Pradesh,Kala Amb,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,13,63,Kala Amb Town,3,1
530,31-12-2015,Himachal Pradesh,Kala Amb,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,14,102,Kala Amb Town,3,1
563,31-01-2015,Himachal Pradesh,Baddi,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,19,32,Housing Board,3,1
563,28-02-2015,Himachal Pradesh,Baddi,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,22,40,Housing Board,3,1
563,31-03-2015,Himachal Pradesh,Baddi,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,20,43,Housing Board,3,1
563,30-04-2015,Himachal Pradesh,Baddi,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,24,76,Housing Board,3,1
563,30-06-2015,Himachal Pradesh,Baddi,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,19,72,Housing Board,3,1
563,31-12-2015,Himachal Pradesh,Baddi,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,22,166,Housing Board,3,1
564,31-01-2015,Himachal Pradesh,Baddi,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,2,18,90,AHC,3,1
565,31-07-2015,Himachal Pradesh,Nalagarh,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,21,68,Municipal Council MC,3,1
565,30-09-2015,Himachal Pradesh,Nalagarh,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,20,73,Municipal Council MC,3,1
565,30-10-2015,Himachal Pradesh,Nalagarh,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,24,162,Municipal Council MC,3,1
565,30-11-2015,Himachal Pradesh,Nalagarh,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,20,156,Municipal Council MC,3,1
665,28-02-2015,Himachal Pradesh,Sunder Nagar,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,6,58,"Regional Laboratory, HPSPCB, BBMB Colony, Sunder Nagar, Distt. Mandi",3,1
665,31-08-2015,Himachal Pradesh,Sunder Nagar,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,6,52,"Regional Laboratory, HPSPCB, BBMB Colony, Sunder Nagar, Distt. Mandi",3,1
665,30-09-2015,Himachal Pradesh,Sunder Nagar,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,5,71,"Regional Laboratory, HPSPCB, BBMB Colony, Sunder Nagar, Distt. Mandi",3,1
665,30-10-2015,Himachal Pradesh,Sunder Nagar,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,14,70,"Regional Laboratory, HPSPCB, BBMB Colony, Sunder Nagar, Distt. Mandi",3,1
665,30-11-2015,Himachal Pradesh,Sunder Nagar,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,10,86,"Regional Laboratory, HPSPCB, BBMB Colony, Sunder Nagar, Distt. Mandi",3,1
666,31-01-2015,Himachal Pradesh,Sunder Nagar,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,14,119,"Office premises of Muncipal Council, NH-21, Sunder Nagar, Distt. Mandi",3,1
666,28-02-2015,Himachal Pradesh,Sunder Nagar,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,26,82,"Office premises of Muncipal Council, NH-21, Sunder Nagar, Distt. Mandi",3,1
666,31-03-2015,Himachal Pradesh,Sunder Nagar,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,17,71,"Office premises of Muncipal Council, NH-21, Sunder Nagar, Distt. Mandi",3,1
666,31-12-2015,Himachal Pradesh,Sunder Nagar,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,8,33,"Office premises of Muncipal Council, NH-21, Sunder Nagar, Distt. Mandi",3,1
667,30-06-2015,Himachal Pradesh,Una,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,7,99,"Regional Office, Una",3,1
667,31-07-2015,Himachal Pradesh,Una,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,5,77,"Regional Office, Una",3,1
667,31-08-2015,Himachal Pradesh,Una,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,5,74,"Regional Office, Una",3,1
667,30-09-2015,Himachal Pradesh,Una,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,10.63636364,73,"Regional Office, Una",14,1
667,30-10-2015,Himachal Pradesh,Una,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,11.05785124,71,"Regional Office, Una",16,1
667,30-11-2015,Himachal Pradesh,Una,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,11.60856499,83,"Regional Office, Una",16,1
668,31-01-2015,Himachal Pradesh,Una,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,2,6,80,"DIC Building, Mehatpur, Una",3,1
668,28-02-2015,Himachal Pradesh,Una,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,2,7,81,"DIC Building, Mehatpur, Una",3,1
668,31-03-2015,Himachal Pradesh,Una,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,2,5,87,"DIC Building, Mehatpur, Una",3,1
668,30-04-2015,Himachal Pradesh,Una,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,2,7,93,"DIC Building, Mehatpur, Una",3,1
668,31-12-2015,Himachal Pradesh,Una,Himachal Pradesh State Environment Proection & Pollution Control Board,Industrial Area,2,11.60856499,81,"DIC Building, Mehatpur, Una",16,1
670,31-07-2015,Himachal Pradesh,Manali,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,15,39,"Nehru Park, Manali, District Kullu",3,1
670,31-08-2015,Himachal Pradesh,Manali,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,18,69,"Nehru Park, Manali, District Kullu",4,1
670,30-09-2015,Himachal Pradesh,Manali,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,16,34,"Nehru Park, Manali, District Kullu",3,1
670,30-10-2015,Himachal Pradesh,Manali,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,19,63,"Nehru Park, Manali, District Kullu",3,1
670,30-11-2015,Himachal Pradesh,Manali,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,13,43,"Nehru Park, Manali, District Kullu",3,1
671,31-01-2015,Himachal Pradesh,Manali,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,5,24,"Office building HPSPCB, Hadimba Road, Manali, District Kullu",3,1
671,28-02-2015,Himachal Pradesh,Manali,Himachal Pradesh State Environment Proection & Pollution Control Board,"Residential, Rural and other Areas",2,12.40095167,34,"Office building HPSPCB, Hadimba Road, Manali, District Kullu",3,1
